id,purchase_price,purchase_date
80,5000,2022-06-21
80,1000,2022-06-03
80,3000,2022-05-19
80,5000,2022-05-04
80,5000,2022-04-11
80,5000,2022-03-21
80,3000,2022-02-24
81,10000,2022-12-18
81,3000,2022-11-26
81,3000,2022-11-03
81,1000,2022-10-20
81,5000,2022-09-24
81,5000,2022-09-08
81,1000,2022-08-21
81,5000,2022-08-04
81,1000,2022-07-15
81,10000,2022-06-14
81,3000,2022-05-23
81,3000,2022-05-01
81,5000,2022-04-05
81,3000,2022-03-24
81,10000,2022-02-26
81,3000,2022-02-12
81,1000,2022-01-25
82,5000,2022-11-18
82,5000,2022-11-04
82,1000,2022-10-19
82,1000,2022-10-01
82,3000,2022-09-10
82,5000,2022-08-23
82,3000,2022-07-29
82,1000,2022-07-13
82,3000,2022-06-23
82,10000,2022-06-06
82,10000,2022-05-15
82,3000,2022-04-30
82,3000,2022-04-03
82,3000,2022-03-15
82,10000,2022-02-25
82,1000,2022-02-07
82,3000,2022-01-22
83,5000,2022-12-29
83,5000,2022-12-11
83,5000,2022-11-14
83,5000,2022-10-23
83,10000,2022-10-04
83,10000,2022-09-18
83,10000,2022-08-31
83,5000,2022-08-02
83,5000,2022-07-11
83,10000,2022-06-23
83,3000,2022-05-30
83,5000,2022-05-13
83,5000,2022-04-23
83,5000,2022-03-31
83,1000,2022-03-09
83,10000,2022-02-18
83,5000,2022-01-24
83,10000,2022-01-05
83,5000,2021-12-18
83,10000,2021-12-04
84,10000,2022-11-28
84,3000,2022-11-09
84,3000,2022-10-20
84,5000,2022-10-03
84,1000,2022-09-17
84,5000,2022-08-25
84,10000,2022-08-04
84,3000,2022-07-14
84,5000,2022-06-25
84,5000,2022-05-31
84,1000,2022-05-18
84,10000,2022-04-25
84,5000,2022-04-05
84,3000,2022-03-12
84,3000,2022-02-18
84,10000,2022-02-02
84,3000,2022-01-19
84,5000,2021-12-30
84,10000,2021-12-08
84,10000,2021-11-24
84,10000,2021-11-08
84,10000,2021-10-18
84,5000,2021-10-02
84,3000,2021-09-02
84,5000,2021-08-15
85,5000,2022-12-04
85,5000,2022-11-13
85,10000,2022-10-28
85,5000,2022-10-06
85,3000,2022-09-17
85,5000,2022-08-26
85,10000,2022-08-01
85,3000,2022-07-18
85,3000,2022-06-28
85,10000,2022-06-07
85,3000,2022-05-16
85,5000,2022-04-27
85,5000,2022-04-12
85,10000,2022-03-23
85,10000,2022-03-02
85,5000,2022-02-05
86,5000,2022-12-26
86,1000,2022-12-07
86,3000,2022-11-24
86,3000,2022-11-10
86,5000,2022-10-18
86,10000,2022-09-28
86,10000,2022-08-28
86,3000,2022-08-13
86,3000,2022-07-29
86,3000,2022-07-03
86,5000,2022-06-16
86,10000,2022-06-04
86,5000,2022-05-08
86,3000,2022-04-25
86,5000,2022-04-03
86,10000,2022-03-16
86,3000,2022-02-28
86,3000,2022-02-04
86,10000,2022-01-18
86,5000,2022-01-01
87,3000,2022-11-10
87,3000,2022-10-27
87,1000,2022-10-13
87,1000,2022-09-19
87,3000,2022-08-25
87,5000,2022-07-29
87,1000,2022-07-08
87,3000,2022-06-25
87,1000,2022-06-05
87,5000,2022-05-13
87,5000,2022-04-29
87,5000,2022-04-08
87,3000,2022-03-21
87,1000,2022-03-07
88,5000,2022-10-15
88,10000,2022-09-21
88,3000,2022-09-03
88,3000,2022-08-12
88,10000,2022-07-19
88,5000,2022-06-26
88,3000,2022-06-09
88,10000,2022-05-18
88,3000,2022-04-28
88,1000,2022-04-09
88,1000,2022-03-26
88,5000,2022-03-02
88,5000,2022-02-06
88,1000,2022-01-13
88,3000,2021-12-22
88,3000,2021-12-10
88,10000,2021-11-14
88,3000,2021-10-28
89,5000,2022-11-24
89,3000,2022-10-31
89,10000,2022-10-14
89,10000,2022-09-26
89,3000,2022-09-09
89,5000,2022-08-22
89,5000,2022-08-05
89,5000,2022-07-12
89,10000,2022-06-19
89,5000,2022-05-26
89,3000,2022-05-08
89,3000,2022-04-19
89,5000,2022-04-05
89,10000,2022-03-09
89,5000,2022-02-14
89,10000,2022-01-14
89,5000,2021-12-15
89,10000,2021-11-20
90,3000,2022-12-08
90,5000,2022-11-17
90,3000,2022-10-24
90,3000,2022-10-05
90,3000,2022-09-13
90,1000,2022-08-22
90,1000,2022-07-23
90,10000,2022-07-06
90,3000,2022-06-15
90,3000,2022-05-28
90,3000,2022-05-02
90,3000,2022-04-08
90,3000,2022-03-15
90,10000,2022-02-18
90,10000,2022-02-03
90,3000,2022-01-16
90,3000,2021-12-20
90,5000,2021-11-26
90,3000,2021-10-31
90,5000,2021-10-11
91,1000,2022-12-16
91,3000,2022-11-20
91,3000,2022-10-22
91,1000,2022-09-30
91,3000,2022-09-07
91,1000,2022-08-15
91,10000,2022-07-23
91,10000,2022-06-22
92,1000,2022-10-18
92,1000,2022-09-25
92,5000,2022-09-03
92,3000,2022-08-07
92,5000,2022-07-19
92,1000,2022-06-28
92,1000,2022-06-11
92,1000,2022-05-27
92,1000,2022-05-01
92,5000,2022-04-18
92,1000,2022-04-02
92,3000,2022-03-06
92,5000,2022-02-25
92,10000,2022-02-02
92,3000,2022-01-13
92,3000,2021-12-20
92,3000,2021-11-24
93,10000,2022-11-26
93,10000,2022-11-12
93,3000,2022-10-30
93,5000,2022-10-11
93,5000,2022-09-20
93,5000,2022-08-31
93,5000,2022-08-13
93,5000,2022-07-27
93,5000,2022-07-13
93,5000,2022-06-26
93,10000,2022-06-05
93,5000,2022-05-13
93,3000,2022-04-23
93,3000,2022-04-04
94,3000,2022-12-07
94,10000,2022-11-18
94,5000,2022-11-01
94,1000,2022-10-14
94,10000,2022-09-16
94,3000,2022-08-27
94,5000,2022-08-01
94,1000,2022-07-16
94,1000,2022-06-29
94,10000,2022-06-05
94,10000,2022-05-21
94,3000,2022-04-29
94,10000,2022-04-11
95,5000,2022-10-31
95,10000,2022-10-12
95,1000,2022-09-22
95,10000,2022-08-28
95,3000,2022-08-09
95,3000,2022-07-14
95,10000,2022-06-26
95,5000,2022-05-27
95,1000,2022-04-29
95,1000,2022-04-12
95,1000,2022-03-21
95,10000,2022-02-28
95,5000,2022-02-03
95,1000,2022-01-09
95,3000,2021-12-24
95,3000,2021-12-01
95,3000,2021-11-10
96,3000,2022-11-08
96,3000,2022-10-23
96,3000,2022-09-29
96,1000,2022-09-11
96,1000,2022-08-19
96,3000,2022-08-01
96,1000,2022-07-13
96,5000,2022-06-26
96,1000,2022-06-02
96,3000,2022-05-11
96,1000,2022-04-20
96,3000,2022-03-31
96,1000,2022-03-10
97,1000,2022-10-05
97,1000,2022-09-21
97,1000,2022-09-04
97,5000,2022-08-17
97,10000,2022-07-28
97,5000,2022-07-02
97,3000,2022-06-05
97,3000,2022-05-19
97,5000,2022-04-22
97,1000,2022-04-04
97,3000,2022-03-14
97,5000,2022-02-22
98,5000,2022-12-23
98,3000,2022-12-08
98,1000,2022-11-20
98,5000,2022-11-03
98,10000,2022-10-13
98,1000,2022-09-20
98,1000,2022-08-31
98,3000,2022-08-11
98,1000,2022-07-24
98,1000,2022-07-03
98,10000,2022-06-11
98,1000,2022-05-15
98,5000,2022-04-28
98,1000,2022-04-10
98,1000,2022-03-23
98,5000,2022-03-12
99,10000,2022-12-02
99,10000,2022-11-15
99,1000,2022-11-04
99,1000,2022-10-05
99,3000,2022-09-19
99,3000,2022-09-02
99,1000,2022-08-14
99,3000,2022-07-28
99,3000,2022-07-14
99,1000,2022-07-05
99,5000,2022-06-23
99,5000,2022-06-04
100,5000,2022-10-18
100,1000,2022-10-05
100,3000,2022-09-13
100,1000,2022-08-23
100,3000,2022-08-03
100,10000,2022-07-16
100,5000,2022-06-27
101,5000,2022-12-06
101,3000,2022-11-17
101,5000,2022-11-04
101,1000,2022-10-11
101,10000,2022-09-25
101,10000,2022-09-06
101,3000,2022-08-18
101,10000,2022-07-29
101,5000,2022-07-08
101,10000,2022-06-22
101,5000,2022-06-02
101,5000,2022-05-14
101,5000,2022-04-20
101,3000,2022-04-05
101,3000,2022-03-18
101,5000,2022-02-26
102,10000,2022-12-26
102,3000,2022-12-03
102,3000,2022-11-19
102,5000,2022-10-28
102,3000,2022-10-05
102,10000,2022-09-16
102,3000,2022-08-30
102,10000,2022-08-10
102,5000,2022-07-28
102,5000,2022-07-07
102,10000,2022-06-05
102,1000,2022-05-22
102,5000,2022-04-25
102,1000,2022-04-05
102,5000,2022-03-18
102,10000,2022-02-26
102,10000,2022-02-04
102,3000,2022-01-17
103,3000,2022-12-26
103,3000,2022-12-11
103,1000,2022-11-26
103,3000,2022-11-08
103,3000,2022-10-23
103,3000,2022-10-04
103,10000,2022-09-12
103,3000,2022-08-19
103,1000,2022-07-31
103,5000,2022-07-08
103,3000,2022-06-13
103,10000,2022-05-26
103,5000,2022-04-30
103,5000,2022-04-15
103,5000,2022-03-22
104,1000,2022-12-01
104,1000,2022-11-11
104,3000,2022-10-24
104,10000,2022-10-10
104,3000,2022-09-17
104,5000,2022-08-29
104,3000,2022-08-17
104,3000,2022-07-29
104,3000,2022-07-12
104,3000,2022-06-20
104,1000,2022-05-27
105,10000,2022-12-28
105,5000,2022-12-12
105,10000,2022-11-22
105,3000,2022-11-02
105,3000,2022-10-15
105,10000,2022-09-23
105,3000,2022-09-02
105,3000,2022-08-07
105,5000,2022-07-13
105,5000,2022-06-22
105,10000,2022-06-01
105,10000,2022-05-12
105,1000,2022-04-17
105,3000,2022-03-25
105,1000,2022-02-28
105,10000,2022-02-08
105,5000,2022-01-24
105,10000,2022-01-03
106,10000,2022-12-20
106,3000,2022-11-22
106,5000,2022-10-25
106,3000,2022-09-30
106,1000,2022-09-09
106,3000,2022-08-23
106,3000,2022-08-05
106,10000,2022-07-10
106,3000,2022-06-21
106,3000,2022-05-29
106,5000,2022-05-06
106,10000,2022-04-11
106,10000,2022-03-19
106,3000,2022-03-04
106,3000,2022-02-15
106,3000,2022-01-25
106,1000,2022-01-03
106,5000,2021-12-19
107,3000,2022-11-04
107,10000,2022-10-20
107,3000,2022-09-25
107,3000,2022-09-08
107,1000,2022-08-13
107,5000,2022-07-28
107,3000,2022-07-11
107,1000,2022-06-13
107,1000,2022-05-24
107,5000,2022-04-29
107,1000,2022-04-10
107,1000,2022-03-20
108,3000,2022-12-04
108,1000,2022-11-14
108,1000,2022-10-24
108,1000,2022-10-02
108,1000,2022-09-15
108,3000,2022-08-31
108,1000,2022-08-16
108,10000,2022-07-26
108,1000,2022-07-07
108,1000,2022-06-15
108,10000,2022-05-27
108,10000,2022-05-09
108,10000,2022-04-20
108,10000,2022-04-06
109,3000,2022-12-31
109,10000,2022-12-14
109,10000,2022-11-21
109,3000,2022-10-26
109,5000,2022-10-11
109,10000,2022-09-18
109,5000,2022-08-26
109,10000,2022-08-10
109,10000,2022-07-25
109,5000,2022-07-06
109,5000,2022-06-12
109,1000,2022-05-24
110,3000,2022-12-20
110,3000,2022-11-25
110,3000,2022-11-04
110,3000,2022-10-10
110,10000,2022-09-27
110,3000,2022-09-09
110,5000,2022-08-25
110,1000,2022-07-25
110,1000,2022-07-02
110,3000,2022-06-10
110,3000,2022-05-25
110,10000,2022-05-08
110,1000,2022-04-19
111,10000,2022-11-25
111,10000,2022-11-09
111,1000,2022-10-17
111,5000,2022-09-24
111,5000,2022-09-05
111,5000,2022-08-15
111,1000,2022-08-01
111,10000,2022-07-23
111,10000,2022-07-09
111,5000,2022-06-22
111,3000,2022-05-30
111,3000,2022-05-20
111,10000,2022-04-25
111,5000,2022-04-07
111,3000,2022-03-24
111,3000,2022-02-26
112,1000,2022-10-26
112,10000,2022-10-08
112,3000,2022-09-18
112,5000,2022-08-26
112,10000,2022-08-10
112,5000,2022-07-22
112,5000,2022-07-02
112,5000,2022-06-15
112,3000,2022-05-17
112,10000,2022-05-05
112,10000,2022-04-17
112,10000,2022-03-30
112,3000,2022-03-07
112,5000,2022-02-09
113,3000,2022-12-10
113,1000,2022-11-17
113,10000,2022-10-29
113,1000,2022-10-07
113,3000,2022-09-20
113,3000,2022-08-27
113,3000,2022-08-09
113,3000,2022-07-21
114,10000,2022-10-19
114,3000,2022-09-27
114,10000,2022-09-06
114,3000,2022-08-21
114,3000,2022-07-31
114,3000,2022-07-13
114,5000,2022-06-24
114,5000,2022-06-10
114,1000,2022-05-22
114,3000,2022-04-26
114,10000,2022-04-10
114,10000,2022-03-13
114,5000,2022-02-26
114,10000,2022-02-08
114,5000,2022-01-20
114,3000,2021-12-28
114,5000,2021-12-05
115,1000,2022-11-03
115,5000,2022-10-18
115,1000,2022-09-22
115,1000,2022-08-28
115,10000,2022-08-10
115,1000,2022-07-11
115,5000,2022-06-24
115,1000,2022-06-14
115,1000,2022-06-01
115,1000,2022-05-10
115,3000,2022-04-21
115,1000,2022-03-25
115,1000,2022-03-01
115,1000,2022-02-10
115,10000,2022-01-14
115,5000,2021-12-30
115,3000,2021-12-05
115,1000,2021-11-09
116,10000,2022-12-04
116,5000,2022-11-12
116,3000,2022-10-20
116,3000,2022-09-23
116,5000,2022-08-27
116,3000,2022-07-30
116,1000,2022-07-08
116,1000,2022-06-21
116,10000,2022-06-01
116,10000,2022-05-09
116,3000,2022-04-23
116,1000,2022-04-05
116,10000,2022-03-12
117,10000,2022-12-13
117,3000,2022-11-19
117,10000,2022-11-03
117,5000,2022-10-14
117,10000,2022-09-16
117,5000,2022-09-01
117,3000,2022-08-11
117,3000,2022-07-22
117,5000,2022-06-28
117,3000,2022-06-06
118,10000,2022-11-12
118,3000,2022-10-28
118,5000,2022-10-04
118,10000,2022-09-17
118,5000,2022-08-28
118,3000,2022-08-07
118,10000,2022-07-16
118,3000,2022-06-30
118,10000,2022-06-12
118,5000,2022-05-16
118,3000,2022-05-04
118,5000,2022-04-18
118,10000,2022-04-06
118,1000,2022-03-20
118,5000,2022-02-25
118,3000,2022-01-29
118,5000,2022-01-16
118,3000,2022-01-02
118,3000,2021-12-14
119,3000,2022-11-04
119,3000,2022-10-12
119,5000,2022-09-30
119,5000,2022-09-08
119,5000,2022-08-19
119,10000,2022-08-01
119,1000,2022-07-17
119,1000,2022-07-02
119,5000,2022-06-10
119,10000,2022-05-18
119,10000,2022-04-24
119,3000,2022-04-05
119,10000,2022-03-26
120,1000,2022-10-04
120,10000,2022-09-20
120,3000,2022-08-27
120,3000,2022-08-06
120,3000,2022-07-14
120,3000,2022-06-28
120,1000,2022-06-07
120,10000,2022-05-13
120,10000,2022-05-02
120,10000,2022-04-17
120,5000,2022-03-24
120,10000,2022-03-03
120,5000,2022-02-18
120,10000,2022-01-30
120,1000,2022-01-06
120,10000,2021-12-21
120,5000,2021-12-03
120,5000,2021-11-12
120,3000,2021-10-28
120,1000,2021-10-08
120,3000,2021-09-30
120,10000,2021-09-15
121,5000,2022-11-21
121,1000,2022-10-21
121,1000,2022-09-21
121,3000,2022-09-05
121,3000,2022-08-18
121,3000,2022-07-30
121,5000,2022-07-20
121,1000,2022-07-02
121,3000,2022-06-11
121,10000,2022-05-21
121,5000,2022-05-03
121,1000,2022-04-09
121,5000,2022-03-20
121,3000,2022-03-02
121,5000,2022-02-14
121,5000,2022-01-30
121,5000,2022-01-07
121,3000,2021-12-14
121,1000,2021-11-19
122,10000,2022-11-10
122,1000,2022-10-20
122,1000,2022-10-04
122,1000,2022-09-13
122,1000,2022-08-27
122,1000,2022-08-06
122,3000,2022-07-17
122,1000,2022-06-28
122,3000,2022-06-09
122,1000,2022-05-19
122,5000,2022-05-04
122,1000,2022-04-18
122,1000,2022-03-26
122,3000,2022-03-06
122,3000,2022-02-08
122,10000,2022-01-18
122,5000,2021-12-28
122,5000,2021-12-11
122,10000,2021-11-27
122,3000,2021-11-06
123,10000,2022-12-09
123,5000,2022-11-24
123,10000,2022-11-04
123,5000,2022-10-16
123,1000,2022-10-02
123,3000,2022-09-18
123,1000,2022-08-23
123,5000,2022-08-05
123,10000,2022-07-21
123,1000,2022-07-01
123,5000,2022-06-09
123,1000,2022-05-24
123,10000,2022-05-07
123,1000,2022-04-17
123,3000,2022-04-02
123,1000,2022-03-23
123,5000,2022-03-02
123,10000,2022-02-12
123,10000,2022-01-21
123,3000,2021-12-26
123,1000,2021-12-14
123,10000,2021-11-19
123,10000,2021-10-27
123,5000,2021-10-12
124,3000,2022-12-02
124,10000,2022-11-06
124,1000,2022-10-19
124,1000,2022-09-24
124,3000,2022-09-03
124,3000,2022-08-14
124,10000,2022-07-24
124,3000,2022-07-04
124,3000,2022-06-18
124,3000,2022-06-01
124,5000,2022-05-10
124,5000,2022-04-19
124,3000,2022-03-18
124,10000,2022-02-24
124,5000,2022-02-11
124,5000,2022-01-27
125,10000,2022-11-08
125,10000,2022-10-22
125,5000,2022-10-03
125,3000,2022-09-11
125,10000,2022-08-23
125,3000,2022-08-03
125,1000,2022-07-21
125,5000,2022-06-30
125,3000,2022-06-04
125,10000,2022-05-22
125,3000,2022-05-02
125,3000,2022-04-07
126,5000,2022-11-21
126,5000,2022-10-31
126,10000,2022-10-08
126,3000,2022-09-24
126,5000,2022-09-04
126,3000,2022-08-26
126,5000,2022-08-06
126,5000,2022-07-16
126,3000,2022-06-23
126,10000,2022-05-31
126,3000,2022-05-11
126,10000,2022-04-22
126,10000,2022-03-28
126,3000,2022-03-05
126,10000,2022-02-08
127,5000,2022-11-16
127,1000,2022-10-18
127,10000,2022-09-25
127,5000,2022-09-13
127,1000,2022-08-22
127,3000,2022-08-04
127,1000,2022-07-15
127,3000,2022-06-26
127,5000,2022-06-03
127,10000,2022-05-17
127,1000,2022-04-26
127,5000,2022-04-05
127,1000,2022-03-17
127,3000,2022-03-01
128,3000,2022-11-11
128,10000,2022-10-27
128,10000,2022-10-10
128,3000,2022-09-17
128,3000,2022-08-28
128,3000,2022-08-12
128,3000,2022-07-24
128,10000,2022-07-04
128,3000,2022-06-15
128,1000,2022-05-23
128,10000,2022-04-29
128,1000,2022-04-11
128,5000,2022-03-20
128,5000,2022-02-26
128,5000,2022-02-01
129,3000,2022-11-08
129,5000,2022-10-14
129,10000,2022-09-27
129,3000,2022-09-01
129,3000,2022-08-08
129,5000,2022-07-20
129,3000,2022-07-04
129,1000,2022-06-15
129,3000,2022-05-29
129,1000,2022-05-17
129,1000,2022-04-25
130,5000,2022-10-12
130,5000,2022-09-16
130,3000,2022-08-23
130,3000,2022-08-08
130,5000,2022-07-25
130,10000,2022-07-01
130,5000,2022-06-13
130,5000,2022-05-28
130,5000,2022-05-10
130,5000,2022-04-16
130,10000,2022-03-28
130,3000,2022-03-09
131,10000,2022-12-20
131,3000,2022-11-25
131,3000,2022-11-10
131,10000,2022-10-20
131,10000,2022-10-04
131,3000,2022-09-10
131,5000,2022-08-26
131,10000,2022-08-09
131,10000,2022-07-19
131,5000,2022-07-01
131,5000,2022-06-06
131,3000,2022-05-16
131,3000,2022-04-26
131,3000,2022-04-10
131,1000,2022-03-19
131,1000,2022-02-28
132,1000,2022-11-29
132,3000,2022-11-09
132,1000,2022-10-17
132,1000,2022-09-25
132,10000,2022-08-30
132,1000,2022-08-12
132,1000,2022-07-15
132,5000,2022-06-27
132,3000,2022-06-05
132,1000,2022-05-11
132,10000,2022-04-30
132,10000,2022-04-18
132,3000,2022-03-26
132,10000,2022-03-09
132,5000,2022-02-15
132,10000,2022-01-26
133,5000,2022-11-04
133,3000,2022-10-16
133,1000,2022-09-25
133,3000,2022-09-09
133,10000,2022-08-16
133,3000,2022-07-28
133,3000,2022-07-16
133,10000,2022-06-28
133,3000,2022-06-05
133,1000,2022-05-16
133,10000,2022-04-27
133,3000,2022-04-07
133,3000,2022-03-11
133,5000,2022-02-23
134,3000,2022-12-04
134,3000,2022-11-15
134,3000,2022-10-19
134,1000,2022-09-27
134,1000,2022-09-11
134,10000,2022-08-21
134,5000,2022-07-26
134,3000,2022-07-08
134,1000,2022-06-19
134,3000,2022-05-31
134,5000,2022-05-16
134,3000,2022-04-28
134,1000,2022-03-31
135,10000,2022-12-19
135,3000,2022-12-05
135,5000,2022-11-18
135,3000,2022-10-27
135,1000,2022-09-29
135,10000,2022-09-09
135,3000,2022-08-21
135,5000,2022-07-29
135,3000,2022-07-09
135,5000,2022-06-20
135,5000,2022-06-01
135,3000,2022-05-09
135,1000,2022-04-24
135,1000,2022-04-06
135,1000,2022-03-10
135,5000,2022-02-13
135,5000,2022-01-24
135,3000,2022-01-06
135,5000,2021-12-20
135,5000,2021-11-27
136,3000,2022-10-14
136,5000,2022-10-01
136,1000,2022-09-13
136,1000,2022-08-28
136,1000,2022-08-07
136,3000,2022-07-16
136,3000,2022-06-24
136,5000,2022-06-01
136,1000,2022-05-11
136,3000,2022-04-19
136,3000,2022-03-30
136,1000,2022-03-16
136,5000,2022-02-24
137,5000,2022-11-11
137,3000,2022-10-24
137,5000,2022-09-28
137,10000,2022-09-12
137,3000,2022-08-23
137,3000,2022-07-30
137,10000,2022-07-09
137,5000,2022-06-25
137,5000,2022-06-05
137,3000,2022-05-19
137,5000,2022-04-30
137,3000,2022-04-09
138,3000,2022-11-01
138,5000,2022-10-17
138,5000,2022-10-02
138,1000,2022-09-12
138,1000,2022-08-18
138,3000,2022-07-31
138,5000,2022-07-10
138,1000,2022-06-12
138,5000,2022-05-25
138,5000,2022-05-10
138,1000,2022-04-19
139,3000,2022-10-15
139,3000,2022-09-25
139,10000,2022-09-06
139,3000,2022-08-25
139,5000,2022-08-09
139,5000,2022-07-20
139,5000,2022-06-25
139,1000,2022-06-05
139,5000,2022-05-22
139,10000,2022-04-29
139,5000,2022-04-16
139,3000,2022-04-02
140,5000,2022-10-30
140,3000,2022-10-02
140,10000,2022-09-08
140,1000,2022-08-19
140,10000,2022-07-28
140,3000,2022-07-03
140,3000,2022-06-11
140,5000,2022-05-20
140,10000,2022-05-07
140,1000,2022-04-15
140,3000,2022-03-28
140,5000,2022-03-10
140,3000,2022-02-14
140,3000,2022-01-25
140,10000,2022-01-03
140,5000,2021-12-14
140,3000,2021-12-02
140,5000,2021-11-05
140,10000,2021-10-15
140,10000,2021-09-28
140,1000,2021-08-30
141,5000,2022-11-09
141,5000,2022-10-24
141,3000,2022-10-05
141,10000,2022-09-24
141,5000,2022-09-04
141,1000,2022-08-13
141,10000,2022-07-30
141,3000,2022-07-15
141,3000,2022-06-30
141,3000,2022-06-15
141,3000,2022-05-29
141,3000,2022-05-08
141,3000,2022-04-25
141,1000,2022-04-03
142,1000,2022-10-27
142,5000,2022-10-06
142,10000,2022-09-19
142,1000,2022-08-21
142,3000,2022-08-04
142,10000,2022-07-08
142,1000,2022-06-16
142,3000,2022-05-30
142,5000,2022-05-10
142,10000,2022-04-28
142,10000,2022-04-07
142,5000,2022-03-08
142,10000,2022-02-11
143,10000,2022-11-01
143,5000,2022-10-07
143,10000,2022-09-11
143,5000,2022-08-17
143,10000,2022-07-27
143,5000,2022-07-07
143,10000,2022-06-17
143,5000,2022-05-31
143,5000,2022-05-11
143,3000,2022-04-20
143,3000,2022-04-02
144,3000,2022-11-30
144,10000,2022-11-15
144,5000,2022-10-23
144,3000,2022-10-03
144,3000,2022-09-21
144,3000,2022-09-01
144,5000,2022-08-21
144,3000,2022-08-02
144,10000,2022-07-14
144,10000,2022-06-22
144,5000,2022-05-22
144,3000,2022-05-01
144,3000,2022-04-07
144,3000,2022-03-20
145,1000,2022-11-12
145,1000,2022-10-18
145,5000,2022-09-16
145,5000,2022-08-23
145,1000,2022-08-05
145,5000,2022-07-18
145,1000,2022-06-25
145,1000,2022-06-10
145,5000,2022-05-22
145,5000,2022-05-05
145,1000,2022-04-12
145,1000,2022-03-29
145,3000,2022-03-04
145,3000,2022-02-13
146,10000,2022-10-19
146,5000,2022-09-26
146,3000,2022-09-01
146,3000,2022-08-17
146,10000,2022-07-26
146,10000,2022-07-04
146,3000,2022-06-06
146,1000,2022-05-18
147,5000,2022-12-17
147,1000,2022-12-05
147,1000,2022-11-18
147,10000,2022-10-28
147,1000,2022-10-10
147,1000,2022-09-28
147,5000,2022-09-04
147,3000,2022-08-20
147,3000,2022-07-28
147,10000,2022-07-04
147,3000,2022-06-18
148,5000,2022-10-13
148,10000,2022-09-20
148,3000,2022-09-06
148,1000,2022-08-20
148,3000,2022-07-30
148,10000,2022-07-10
148,1000,2022-06-22
148,10000,2022-05-22
148,5000,2022-04-30
148,5000,2022-04-12
148,3000,2022-03-25
148,10000,2022-03-08
148,10000,2022-02-13
149,3000,2022-12-20
149,5000,2022-11-24
149,3000,2022-10-30
149,1000,2022-10-11
149,3000,2022-09-21
149,3000,2022-09-01
149,10000,2022-08-13
149,5000,2022-07-25
149,5000,2022-07-08
149,3000,2022-06-19
149,10000,2022-05-31
149,5000,2022-05-11
149,5000,2022-04-28
149,10000,2022-04-02
150,1000,2022-10-24
150,1000,2022-10-09
150,1000,2022-09-21
150,1000,2022-08-31
150,5000,2022-08-12
150,3000,2022-07-31
150,1000,2022-07-11
151,3000,2022-11-28
151,10000,2022-11-13
151,1000,2022-10-24
151,5000,2022-10-01
151,3000,2022-09-12
151,5000,2022-08-21
151,5000,2022-07-29
151,5000,2022-07-09
151,5000,2022-06-20
151,10000,2022-06-01
151,3000,2022-05-15
151,10000,2022-05-01
151,3000,2022-04-08
151,5000,2022-03-15
151,3000,2022-02-27
151,5000,2022-02-06
151,3000,2022-01-20
151,3000,2022-01-04
151,5000,2021-12-17
151,5000,2021-11-22
152,1000,2022-11-05
152,1000,2022-10-15
152,10000,2022-09-23
152,3000,2022-09-03
152,5000,2022-08-15
152,10000,2022-07-17
152,5000,2022-06-26
152,5000,2022-05-26
152,10000,2022-05-04
152,5000,2022-04-12
152,5000,2022-03-16
152,5000,2022-02-28
152,10000,2022-02-07
152,5000,2022-01-13
152,10000,2021-12-22
152,1000,2021-12-04
152,5000,2021-11-14
152,10000,2021-10-25
152,5000,2021-10-13
152,10000,2021-09-21
152,1000,2021-09-01
152,3000,2021-08-12
152,10000,2021-07-24
152,10000,2021-07-06
153,5000,2022-11-20
153,3000,2022-10-25
153,5000,2022-09-29
153,5000,2022-09-15
153,3000,2022-08-20
153,10000,2022-07-19
153,3000,2022-06-29
153,10000,2022-06-05
153,5000,2022-05-13
153,3000,2022-04-14
153,5000,2022-03-22
153,1000,2022-03-05
153,5000,2022-02-14
153,5000,2022-01-21
154,5000,2022-12-04
154,5000,2022-11-14
154,3000,2022-10-24
154,3000,2022-10-06
154,5000,2022-09-17
154,10000,2022-09-02
154,5000,2022-08-13
154,10000,2022-07-26
154,1000,2022-07-04
154,1000,2022-06-15
154,10000,2022-05-30
154,5000,2022-05-14
154,1000,2022-04-22
154,3000,2022-03-27
154,3000,2022-03-10
154,3000,2022-02-15
154,1000,2022-01-27
154,10000,2022-01-06
155,10000,2022-11-11
155,5000,2022-10-20
155,10000,2022-09-30
155,10000,2022-09-19
155,3000,2022-09-07
155,3000,2022-08-19
155,5000,2022-07-29
155,10000,2022-07-11
155,5000,2022-06-17
155,10000,2022-05-26
155,5000,2022-05-04
155,5000,2022-04-13
155,1000,2022-03-25
155,5000,2022-03-09
155,10000,2022-02-14
156,3000,2022-12-14
156,5000,2022-11-23
156,5000,2022-11-04
156,3000,2022-10-17
156,10000,2022-09-30
156,3000,2022-09-13
156,5000,2022-08-27
156,5000,2022-08-07
156,10000,2022-07-24
156,5000,2022-06-30
156,1000,2022-06-20
157,3000,2022-12-16
157,3000,2022-11-29
157,3000,2022-11-15
157,3000,2022-10-20
157,5000,2022-10-04
157,5000,2022-09-11
157,3000,2022-08-18
157,10000,2022-07-19
157,1000,2022-06-28
157,3000,2022-06-10
157,5000,2022-05-13
157,5000,2022-04-20
157,3000,2022-04-01
157,5000,2022-03-12
157,10000,2022-02-15
157,10000,2022-02-06
157,5000,2022-01-14
157,3000,2021-12-30
158,3000,2022-11-23
158,10000,2022-11-06
